node_id,sampling_interval_ms,deadband_value,deadband_type,active,keywords
ns=6;s=StarGateway:Shaco.Jinx.CU.OZ_eDzUw_PGLsAuxRqJ,500,,,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.OZ_lQiDX_rVLwcUiATY,1000,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.OZ_pScri_JdZBmeUCSI,100,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.OZ_sjPUq_yDHEktsBOe,100,88,ABSOLUTE,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oa_AXOuF_pXzTKqMnLB,500,9,RELATIVE,1,[1; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oa_IrbPl_rbVISfhKEj,500,88,ABSOLUTE,0,[1; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oa_WKipM_NdGogCxFHI,500,9,RELATIVE,0,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oa_XqgOd_wcTiRPMXEO,1000,,,0,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oa_aGyUc_dyAsibSFwK,100,9,RELATIVE,1,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oa_eJQEV_gJqcvBXoPS,500,88,ABSOLUTE,0,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oa_haMRw_fzmgvVjaXE,100,,,1,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ob_AIMOZ_vxTHzMCsAi,100,88,ABSOLUTE,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ob_BNKuM_RtKfakBSVG,500,,,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ob_kBWzj_QaOuBGzTZi,100,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ob_yUTPH_gLnsvtGrmJ,500,88,ABSOLUTE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oc_GdUtB_dWowgVPEFy,1000,88,ABSOLUTE,1,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oc_JARcP_URqMFjCAKo,500,88,ABSOLUTE,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oc_Kexus_JSkaQyKhMm,500,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oc_cALfd_ihKBQIvbsd,1000,,,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oc_jzvVt_pwQAasgnUC,1000,,,1,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oc_nCZNt_ByWeVtiRfO,1000,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oc_tTQsI_VePtcaLzRH,500,,,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Od_DSbjY_PQckXpnwiM,100,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Od_aAeXf_FUcNKfVPER,100,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Od_bcWdJ_DbZuPjHSEk,500,9,RELATIVE,0,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Od_ldeoO_BpHvYyrhne,1000,88,ABSOLUTE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Od_ugJnU_ZfzsuwWDJO,100,88,ABSOLUTE,0,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oe_AwIJD_XzQdVFMfxO,1000,9,RELATIVE,0,[1; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oe_Msngz_gyFJHeZBlo,500,,,1,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oe_SksGW_tklIrDLBHb,1000,,,0,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oe_Xmhbd_LzXlVjnoTI,500,9,RELATIVE,1,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oe_YMKmy_oJfOUdHQDa,100,,,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oe_hJQoc_LRZSaYGHVe,500,,,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oe_pIviu_JDXqpfNuWG,1000,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oe_vRyfV_xzADWHJoEt,100,9,RELATIVE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.Of_JBEQn_AIvetZzpxP,1000,88,ABSOLUTE,0,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.Of_PMExm_WIlsnepyjM,1000,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Of_kfKxe_mEnQItUWJg,1000,,,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Of_nAVNs_qDTCihjkpV,500,9,RELATIVE,0,[1; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Of_wleYG_qaHVwTEJxp,1000,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Og_CtYRU_wRIMBsoXtQ,500,88,ABSOLUTE,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Og_FpzVf_IBnTyRiASZ,1000,,,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Og_IukhJ_UCsTORlNLI,500,,,0,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.Og_SZqWJ_HiQWUNxVeB,500,9,RELATIVE,1,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Og_WGOdl_aNzmvnYErw,500,9,RELATIVE,1,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Og_Xenga_OpnNTZcixs,100,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Og_idYkG_xVwbFycGMO,500,,,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oh_GaWMK_NMzAcPIGHS,1000,,,1,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oh_LtynQ_PiQLkysjDM,1000,,,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oh_YZiOH_cFgOWRovwP,500,9,RELATIVE,0,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oh_mzILY_kyjWOTcEuG,1000,88,ABSOLUTE,0,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oi_JdGRr_vTunKQjVeC,1000,9,RELATIVE,1,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oi_dDCWS_SdChmqKYpx,100,9,RELATIVE,1,[1; 2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oi_pkguV_EBaQvqyciF,1000,9,RELATIVE,1,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oi_rKmWQ_GUWsmySoZF,500,88,ABSOLUTE,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oj_DISqB_MxHYhXSDyb,100,,,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oj_EuVtz_dKXmOsqiRu,1000,9,RELATIVE,1,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oj_McOID_DnoyXLQgpH,1000,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oj_hbtFk_dEbuYRtxjN,100,88,ABSOLUTE,1,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oj_moIBw_JGkXcEdHlR,100,9,RELATIVE,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oj_rUIaT_ZbSKahsQTw,100,9,RELATIVE,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oj_scxSN_kFVECxAtYz,1000,9,RELATIVE,1,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ok_NStGV_ZIDuztqgHG,100,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ok_OGbWP_ZFSrUkbjqx,1000,88,ABSOLUTE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ok_QMTGz_RdcWfNOMgX,500,9,RELATIVE,1,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ok_USYKB_aMLhWXdvxR,100,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ok_VbLaO_oIXltTadyG,100,9,RELATIVE,0,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ok_dbFwz_QFgPXnZHrs,500,,,1,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ok_fyKMc_SxamNIWqhZ,500,9,RELATIVE,0,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ok_peMJw_eHjyDAREbU,500,,,0,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ok_zXAER_aripeDkuoQ,500,88,ABSOLUTE,1,[1; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ol_ZETWd_vYaSRxFyZj,500,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ol_tQjek_ZrBPYngfCQ,500,9,RELATIVE,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ol_zBctD_lqcsdVXkaz,500,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Om_MCebk_WtreqHFoLd,500,88,ABSOLUTE,0,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Om_OejRc_yzBSoIOTHM,100,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Om_dDYnr_sVvZJFRuzK,100,,,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.Om_daUSJ_TCOoziRLQM,1000,9,RELATIVE,1,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Om_nyqXo_GoSwnMuQzm,1000,88,ABSOLUTE,0,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.Om_pDXSO_oErMuPdFBI,1000,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Om_uoEnJ_upvPKoASIJ,100,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Om_yQmrY_CxFNPLKOXr,1000,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.On_AmNUd_VdOABtqzHU,500,9,RELATIVE,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.On_ArpkN_WwDjuFexBZ,1000,88,ABSOLUTE,1,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.On_IONJi_SsQoMfKREF,500,,,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.On_Itcvo_WtNdMchbpz,1000,,,0,[1; 2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.On_OUdWf_UjCZnFoaQS,1000,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.On_SOwun_nDdiWKqGQJ,500,,,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.On_dPnKX_KmyJadHPht,1000,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.On_dftTh_NPaQnXqMhl,100,9,RELATIVE,1,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.On_seRoG_tGNWayrxAi,100,88,ABSOLUTE,1,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.On_wxmNq_bJhBXRpmNK,100,88,ABSOLUTE,0,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oo_EogqH_WLYncIXMuP,100,88,ABSOLUTE,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oo_WujxB_eFUDfuKCWj,1000,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oo_haVHW_VsGPYoZOJa,100,9,RELATIVE,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oo_nLRNK_gpLRKsrJVY,100,,,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oo_pPiqB_lwjaxAsfbM,500,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oo_xQHTN_glBcYRdyze,1000,88,ABSOLUTE,0,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Op_Jtjco_SMTAntCvzV,1000,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Op_tFXdb_jHkFLMNCQI,100,,,0,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oq_uXABZ_FRtxVqfAOu,500,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Or_QURMY_vcjDXpKPYJ,100,,,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Or_WjrfQ_YfmQkAcyLN,1000,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Os_HcUGi_XatGVMsbjH,1000,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Os_ZMmxo_WGVJmpUFPs,500,,,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.Os_cpaYw_tjrNFiexCs,1000,,,1,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Os_ieKDQ_XWYxhUHvJe,500,9,RELATIVE,1,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Os_nBxQP_XLvYVBOlyo,100,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Os_zpKZt_WwoMngtPaK,500,,,0,[2; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ot_CQoRN_AMrYzwXsLC,1000,88,ABSOLUTE,1,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ot_KYsmt_XOtLNcAbQR,500,9,RELATIVE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ot_KdFfC_OpaxYWHnUt,100,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ot_MdZtb_fdNJwyPWoF,1000,,,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ot_bNDtg_JXVDLzrbsm,1000,,,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ot_czrsn_RyHhFVaZQL,100,,,1,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ot_eVkyE_hrqFSnbIQi,500,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ot_enFYu_FGbhdIlMAJ,100,9,RELATIVE,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ot_ogxkN_yswkRFaZmQ,100,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ot_yFriq_ucVjWCoPvJ,1000,,,1,[1; 2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ot_yjAOo_MkGohYKXNr,500,88,ABSOLUTE,1,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ou_vzERB_NrJnQYvczM,100,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ov_AlsML_HiKQEzCdUM,1000,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ov_JWVYb_FKeCbgpQof,1000,9,RELATIVE,1,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ov_LhlSU_tqsKPWFUmR,100,9,RELATIVE,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ov_VApaz_WSIlgandzu,100,,,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ov_jnmUk_aEjIAPSTzm,500,,,0,[1; 2]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ov_yLOzc_cSOKLVmCqW,500,9,RELATIVE,1,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ow_EeDPy_efhzjVSIWZ,500,88,ABSOLUTE,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ow_IhpGE_pwgTAhPiDl,1000,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ow_QhxFV_CoMPQmiBek,100,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ow_ohpSx_ZwNyOramTu,500,88,ABSOLUTE,0,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ox_cETBv_SqmjLbwDcH,500,,,1,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ox_huBWf_vTtlaRrqEb,1000,9,RELATIVE,1,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ox_hxVnf_xorJygdtTB,1000,88,ABSOLUTE,1,[4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ox_lqjZk_knDIYuowlm,100,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ox_qLfRp_GnMuSdOJrX,100,,,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Ox_umTCV_scoFVjaKwH,1000,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oy_AdHYo_WjwXtxrEZS,100,9,RELATIVE,1,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oy_BpnIR_jkQanUqZFt,100,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oy_HCVDw_PwlIxYLKXW,100,88,ABSOLUTE,1,[1; 2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oy_HezlM_LOxzMoUDfX,500,9,RELATIVE,0,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oy_fkpHv_KjLYszViDT,500,9,RELATIVE,0,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oy_krvpF_IkcwUlsjYO,1000,9,RELATIVE,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oz_ERQSJ_tuRpdZiyqf,1000,9,RELATIVE,1,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oz_GWURr_krSTzPQxyC,100,9,RELATIVE,0,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.Oz_yuMJe_FHXvxLmafC,1000,,,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PA_CIvsF_fKuxNbgHMZ,500,88,ABSOLUTE,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.PA_DlQgp_plzKgMNfVw,1000,88,ABSOLUTE,0,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PA_Dvqbf_iIynAHbSXG,1000,,,1,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PA_GEwBl_Hanpdwiszg,500,9,RELATIVE,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PA_JbPWO_bwnKSpfgGU,100,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PA_QXNrW_axYlVAWbIT,100,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PA_UDECZ_mUwlABHdgJ,500,9,RELATIVE,0,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PA_UpLjQ_PgfGCsIQhM,1000,88,ABSOLUTE,1,[2; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PA_ZnhtM_eyFoYVLWqs,1000,88,ABSOLUTE,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.PA_xsYjG_DykosBJZju,500,,,0,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PA_xyAcn_rcZxWadysV,500,,,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.PB_DFVuL_iotclGRfOb,1000,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PB_GTceS_xNtDwqmkio,500,,,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PB_QKUzm_owjYuaNPeI,100,88,ABSOLUTE,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.PB_mputQ_LICvweqgGy,1000,9,RELATIVE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PB_sCdnj_QPbGfwjDug,100,88,ABSOLUTE,1,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PC_ALYWm_CxMsZJDSOq,500,9,RELATIVE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.PC_ONpob_fFNvRIXunq,1000,,,1,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PC_eCijI_PaUlwQxGer,100,,,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.PC_gpIrX_zvaLJiglRo,1000,,,0,[1; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PC_mKQjA_AGVrHJTYDL,1000,,,1,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PD_RsrMZ_KVlJwmdfiQ,500,9,RELATIVE,0,[3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PD_Uydlc_yumkArtbTI,500,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PD_uHONm_HCTAEGdiXU,100,,,0,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.PE_AKsZf_JiNfvyqTuX,100,9,RELATIVE,1,[2; 3; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PE_EhNPq_becEkoQGTi,100,,,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.PE_Fpcqv_TmexXuZRwI,100,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PE_MgGrt_GjXbarqiVw,500,,,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PE_Mgyxr_ymUodsDNha,100,,,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PE_dosnu_hHyeusPbCL,100,88,ABSOLUTE,1,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PF_BbZPM_LrZdvjpDBn,500,9,RELATIVE,1,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PF_WbGta_ZaXYIbFfyU,100,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PF_jqnhw_lEHcBPAuah,500,88,ABSOLUTE,0,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.PG_GyXwz_CrcjeBDwuL,500,,,1,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PG_bRDGT_qsTPexlhFH,1000,,,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.PH_VnSsg_msQSOTicak,1000,,,0,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PH_fxgzS_mjLAhvTwUD,1000,88,ABSOLUTE,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PH_hLUzY_tIgTuoAvsf,100,88,ABSOLUTE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.PH_yWwkF_oETZeBwFLQ,1000,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PI_EouAa_thESsZXbFq,500,9,RELATIVE,0,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PI_LJRbN_jCvUqmEigG,100,,,0,[1; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.PI_UvJME_EgWnFHBRCk,1000,9,RELATIVE,0,[1; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PI_asrDI_dCWicaDbML,1000,,,1,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PI_eNIML_JAcldybYzH,1000,88,ABSOLUTE,0,[3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PI_rVakW_dtkmDcUInW,100,9,RELATIVE,1,[1; 3; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PJ_HpVjK_yqgGfCvTmj,100,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PJ_eudqk_qbDQXYPtFI,100,9,RELATIVE,1,[1]
ns=6;s=StarGateway:Shaco.Jinx.CU.PJ_tzmgl_jXgcpKumWv,500,88,ABSOLUTE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PK_CTleu_lrvbXsjTOG,100,,,1,[2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.PK_HkeAE_fODXkxSHtu,100,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PK_PvKaG_tsNuQRdBvl,100,9,RELATIVE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PK_YSJNe_PrmODeAclo,500,88,ABSOLUTE,0,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.PK_bKftF_DGuKSoiheq,100,,,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PK_nJiMU_wyzCRgmjYP,1000,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PK_oQVqx_lrQhBJgnYd,100,,,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PK_sYWzj_gJzUEiVtMr,500,88,ABSOLUTE,1,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PL_CpRtM_thZFbHIUPl,1000,,,0,[1; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PL_FJWSl_NpfdyPeIUA,500,88,ABSOLUTE,0,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.PL_JblOy_DhfYCsOwaE,1000,9,RELATIVE,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PL_MBnuX_tZRSDqPGxb,100,9,RELATIVE,1,[3; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PL_PmeBX_uqcFCAfYko,100,,,1,[1; 2; 3]
ns=6;s=StarGateway:Shaco.Jinx.CU.PL_TogPh_DUCBpcnePR,100,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PL_lWyqM_nGHVUduxwM,1000,9,RELATIVE,0,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PL_phQon_YMhnsKBJXi,100,,,1,[4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PL_uWQnI_qomDeQipud,1000,88,ABSOLUTE,0,[2; 4; 5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PL_wuNLx_FmXWiCslZI,1000,88,ABSOLUTE,1,[2]
ns=6;s=StarGateway:Shaco.Jinx.CU.PL_ydwze_kxnSoMHgiG,500,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PM_CkNag_yYGgvuZsla,1000,,,1,[2; 4]
ns=6;s=StarGateway:Shaco.Jinx.CU.PM_DMxXV_EDFOksuhNe,100,9,RELATIVE,1,[3]
ns=6;s=StarGateway:Shaco.Jinx.CU.PM_cKUGW_hDPKweOkIG,500,9,RELATIVE,1,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PM_sNmED_ANODibsvnZ,500,88,ABSOLUTE,1,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PN_TLOvu_AlQRuZvxtL,1000,9,RELATIVE,1,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PN_geXQx_PuryzJnmej,1000,9,RELATIVE,1,[5]
ns=6;s=StarGateway:Shaco.Jinx.CU.PN_qGXHf_elctNzOCjI,100,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PN_unaJC_VfMLgpuGPq,1000,,,0,[]
ns=6;s=StarGateway:Shaco.Jinx.CU.PN_xqTUf_hitOMFSDAp,100,9,RELATIVE,0,[1; 2]
